Site,Date,Snow_Depth
36,11/30/2004,0
36,12/1/2004,0
36,12/2/2004,0
36,12/3/2004,0
36,12/4/2004,0.014
36,12/5/2004,0.012
36,12/6/2004,0.002
36,12/7/2004,0.001
36,12/8/2004,0.094
36,12/9/2004,0.158
36,12/10/2004,0.142
36,12/11/2004,0.101
36,12/12/2004,0.103
36,12/13/2004,0.1
36,12/14/2004,0.175
36,12/15/2004,0.17
36,12/16/2004,0.195
36,12/17/2004,0.189
36,12/18/2004,0.183
36,12/19/2004,0.179
36,12/20/2004,0.18
36,12/21/2004,0.231
36,12/22/2004,0.228
36,12/23/2004,0.223
36,12/24/2004,0.098
36,12/25/2004,0.096
36,12/26/2004,0.096
36,12/27/2004,0.103
36,12/28/2004,0.116
36,12/29/2004,0.193
36,12/30/2004,0.191
36,12/31/2004,0.189
36,1/1/2005,0
36,1/2/2005,0.117
36,1/3/2005,0.179
36,1/4/2005,0.142
36,1/5/2005,0.131
36,1/6/2005,0.129
36,1/7/2005,0.211
36,1/8/2005,0.221
36,1/9/2005,0.274
36,1/10/2005,0.264
36,1/11/2005,0.256
36,1/12/2005,0.25
36,1/13/2005,0.304
36,1/14/2005,0.271
36,1/15/2005,0.17
36,1/16/2005,0.169
36,1/17/2005,0.174
36,1/18/2005,0.207
36,1/19/2005,0.206
36,1/20/2005,0.231
36,1/21/2005,0.241
36,1/22/2005,0.237
36,1/23/2005,0.27
36,1/24/2005,0.289
36,1/25/2005,0.3
36,1/26/2005,0.296
36,1/27/2005,0.307
36,1/28/2005,0.303
36,1/29/2005,0.299
36,1/30/2005,0.293
36,1/31/2005,0.287
36,2/1/2005,0.283
36,2/2/2005,0.487
36,2/3/2005,0.482
36,2/4/2005,0.478
36,2/5/2005,0.466
36,2/6/2005,0.441
36,2/7/2005,0.43
36,2/8/2005,0.403
36,2/9/2005,0.369
36,2/10/2005,0.341
36,2/11/2005,0.616
36,2/12/2005,0.688
36,2/13/2005,0.677
36,2/14/2005,0.666
36,2/15/2005,0.739
36,2/16/2005,0.705
36,2/17/2005,0.638
36,2/18/2005,0.631
36,2/19/2005,0.689
36,2/20/2005,0.682
36,2/21/2005,0.677
36,2/22/2005,0.731
36,2/23/2005,0.834
36,2/24/2005,0.833
36,2/25/2005,0.826
36,2/26/2005,0.819
36,2/27/2005,0.813
36,2/28/2005,0.807
36,3/1/2005,0.801
36,3/2/2005,0.883
36,3/3/2005,0.813
36,3/4/2005,0.805
36,3/5/2005,0.797
36,3/6/2005,0.789
36,3/7/2005,0.795
36,3/8/2005,0.796
36,3/9/2005,0.937
36,3/10/2005,0.927
36,3/11/2005,0.912
36,3/12/2005,0.905
36,3/13/2005,1.148
36,3/14/2005,1.11
36,3/15/2005,1.08
36,3/16/2005,1.057
36,3/17/2005,0.88
36,3/18/2005,0.865
36,3/19/2005,0.852
36,3/20/2005,0.836
36,3/21/2005,0.78
36,3/22/2005,0.752
36,3/23/2005,0.724
36,3/24/2005,0.717
36,3/25/2005,0.704
36,3/26/2005,0.695
36,3/27/2005,0.69
36,3/28/2005,0.669
36,3/29/2005,0.743
36,3/30/2005,0.698
36,3/31/2005,0.611
36,4/1/2005,0.578
36,4/2/2005,0.56
36,4/3/2005,0.634
36,4/4/2005,0.574
36,4/5/2005,0.552
36,4/6/2005,0.518
36,4/7/2005,0.466
36,4/8/2005,0.422
36,4/9/2005,0.381
36,4/10/2005,0.353
36,4/11/2005,0.305
36,4/12/2005,0.299
36,4/13/2005,0.295
36,4/14/2005,0.107
36,4/15/2005,0.085
36,4/16/2005,0.06
36,4/17/2005,0.023
36,4/18/2005,0
36,4/19/2005,0
36,4/20/2005,0
36,4/21/2005,0
36,4/22/2005,0
36,4/23/2005,0
36,4/24/2005,0
36,4/25/2005,0
36,4/26/2005,0
36,4/27/2005,0
36,4/28/2005,0
36,4/29/2005,0
36,4/30/2005,0
36,5/1/2005,0
36,5/2/2005,0
36,5/3/2005,0
36,5/4/2005,0
36,5/5/2005,0
36,5/6/2005,0
36,5/7/2005,0
36,5/8/2005,0
36,5/9/2005,0
36,5/10/2005,0
36,5/11/2005,0
36,5/12/2005,0
36,5/13/2005,0
36,5/14/2005,0
36,5/15/2005,0
36,10/1/2005,0
36,10/2/2005,0
36,10/3/2005,0
36,10/4/2005,0
36,10/5/2005,0
36,10/6/2005,0
36,10/7/2005,0
36,10/8/2005,0
36,10/9/2005,0
36,10/10/2005,0
36,10/11/2005,0
36,10/12/2005,0
36,10/13/2005,0
36,10/14/2005,0
36,10/15/2005,0
36,10/16/2005,0
36,10/17/2005,0
36,10/18/2005,0
36,10/19/2005,0
36,10/20/2005,0
36,10/21/2005,0
36,10/22/2005,0
36,10/23/2005,0
36,10/24/2005,0
36,10/25/2005,0
36,10/26/2005,0
36,10/27/2005,0
36,10/28/2005,0
36,10/29/2005,0
36,10/30/2005,0
36,10/31/2005,0
36,11/1/2005,0
36,11/2/2005,0
36,11/3/2005,0
36,11/4/2005,0
36,11/5/2005,0
36,11/6/2005,0
36,11/7/2005,0
36,11/8/2005,0
36,11/9/2005,0
36,11/10/2005,0.089
36,11/11/2005,0.056
36,11/12/2005,0.056
36,11/13/2005,0.054
36,11/14/2005,0.035
36,11/15/2005,0
36,11/16/2005,0.002
36,11/17/2005,0
36,11/18/2005,0.002
36,11/19/2005,0.007
36,11/20/2005,0.005
36,11/21/2005,0
36,11/22/2005,0
36,11/23/2005,0.019
36,11/24/2005,0.024
36,11/25/2005,0.1
36,11/26/2005,0.096
36,11/27/2005,0.104
36,11/28/2005,0.103
36,11/29/2005,0.098
36,11/30/2005,0.033
36,12/1/2005,0
36,12/2/2005,0
36,12/3/2005,0.015
36,12/4/2005,0.016
36,12/5/2005,0.027
36,12/6/2005,0.025
36,12/7/2005,0.027
36,12/8/2005,0.035
36,12/9/2005,0.033
36,12/10/2005,0.158
36,12/11/2005,0.143
36,12/12/2005,0.133
36,12/13/2005,0.136
36,12/14/2005,0.131
36,12/15/2005,0.127
36,12/16/2005,0.123
36,12/17/2005,0.23
36,12/18/2005,0.218
36,12/19/2005,0.208
36,12/20/2005,0.215
36,12/21/2005,0.216
36,12/22/2005,0.221
36,12/23/2005,0.216
36,12/24/2005,0.269
36,12/25/2005,0.255
36,12/26/2005,0.191
36,12/27/2005,0.16
36,12/28/2005,0.186
36,12/29/2005,0.185
36,12/30/2005,0.181
36,12/31/2005,0.181
36,1/1/2006,0.18
36,1/2/2006,0.182
36,1/3/2006,0.181
36,1/4/2006,0.181
36,1/5/2006,0.18
36,1/6/2006,0.239
36,1/7/2006,0.215
36,1/8/2006,0.212
36,1/9/2006,0.211
36,1/10/2006,0.21
36,1/11/2006,0.207
36,1/12/2006,0.179
36,1/13/2006,0.163
36,1/14/2006,0.155
36,1/15/2006,0.226
36,1/16/2006,0.373
36,1/17/2006,0.362
36,1/18/2006,0.353
36,1/19/2006,0.194
36,1/20/2006,0.194
36,1/21/2006,0.176
36,1/22/2006,0.16
36,1/23/2006,0.16
36,1/24/2006,0.216
36,1/25/2006,0.224
36,1/26/2006,0.306
36,1/27/2006,0.303
36,1/28/2006,0.299
36,1/29/2006,0.262
36,1/30/2006,0.33
36,1/31/2006,0.34
36,2/1/2006,0.382
36,2/2/2006,0.377
36,2/3/2006,0.372
36,2/4/2006,0.303
36,2/5/2006,0.296
36,2/6/2006,0.287
36,2/7/2006,0.294
36,2/8/2006,0.312
36,2/9/2006,0.311
36,2/10/2006,0.264
36,2/11/2006,0.264
36,2/12/2006,0.263
36,2/13/2006,0.313
36,2/14/2006,0.32
36,2/15/2006,0.328
36,2/16/2006,0.299
36,2/17/2006,0.216
36,2/18/2006,0.201
36,2/19/2006,0.207
36,2/20/2006,0.209
36,2/21/2006,0.21
36,2/22/2006,0.236
36,2/23/2006,0.236
36,2/24/2006,0.272
36,2/25/2006,0.295
36,2/26/2006,0.35
36,2/27/2006,0.351
36,2/28/2006,0.349
36,3/1/2006,0.345
36,3/2/2006,0.343
36,3/3/2006,0.337
36,3/4/2006,0.336
36,3/5/2006,0.334
36,3/6/2006,0.33
36,3/7/2006,0.327
36,3/8/2006,0.324
36,3/9/2006,0.32
36,3/10/2006,0.389
36,3/11/2006,0.327
36,3/12/2006,0.278
36,3/13/2006,0.258
36,3/14/2006,0.237
36,3/15/2006,0.229
36,3/16/2006,0.282
36,3/17/2006,0.263
36,3/18/2006,0.26
36,3/19/2006,0.264
36,3/20/2006,0.275
36,3/21/2006,0.273
36,3/22/2006,0.269
36,3/23/2006,0.267
36,3/24/2006,0.224
36,3/25/2006,0.21
36,3/26/2006,0.198
36,3/27/2006,0.189
36,3/28/2006,0.174
36,3/29/2006,0.157
36,3/30/2006,0.133
36,3/31/2006,0.102
36,4/1/2006,0.049
36,4/2/2006,0
36,4/3/2006,0
36,4/4/2006,0
36,4/5/2006,0.167
36,4/6/2006,0.154
36,4/7/2006,0.102
36,4/8/2006,0.057
36,4/9/2006,0.054
36,4/10/2006,0.04
36,4/11/2006,0.014
36,4/12/2006,0
36,4/13/2006,0
36,4/14/2006,0
36,4/15/2006,0
36,4/16/2006,0
36,4/17/2006,0
36,4/18/2006,0
36,4/19/2006,0
36,4/20/2006,0
36,4/21/2006,0
36,4/22/2006,0
36,4/23/2006,0
36,4/24/2006,0
36,4/25/2006,0
36,4/26/2006,0
36,4/27/2006,0
36,4/28/2006,0
36,4/29/2006,0
36,4/30/2006,0
36,5/1/2006,0
36,5/2/2006,0
36,5/3/2006,0
36,5/4/2006,0
36,5/5/2006,0
36,5/6/2006,0
36,5/7/2006,0
36,5/8/2006,0
36,5/9/2006,0
36,5/10/2006,0
36,5/11/2006,0
36,5/12/2006,0
36,5/13/2006,0
36,5/14/2006,0
36,5/15/2006,0
36,10/2/2006,0
36,10/3/2006,0
36,10/4/2006,0
36,10/5/2006,0
36,10/6/2006,0
36,10/7/2006,0
36,10/8/2006,0
36,10/9/2006,0
36,10/10/2006,0
36,10/11/2006,0
36,10/12/2006,0
36,10/13/2006,0
36,10/14/2006,0
36,10/15/2006,0
36,10/16/2006,0
36,10/17/2006,0
36,10/18/2006,0
36,10/19/2006,0
36,10/20/2006,0
36,10/21/2006,0
36,10/22/2006,0
36,10/23/2006,0
36,10/24/2006,0
36,10/25/2006,0
36,10/26/2006,0
36,10/27/2006,0
36,10/28/2006,0
36,10/29/2006,0
36,10/30/2006,0.003
36,10/31/2006,0
36,11/1/2006,0
36,11/2/2006,0
36,11/3/2006,0.001
36,11/4/2006,0
36,11/5/2006,0
36,11/6/2006,0
36,11/7/2006,0
36,11/8/2006,0
36,11/9/2006,0
36,11/10/2006,0
36,11/11/2006,0
36,11/12/2006,0
36,11/13/2006,0
36,11/14/2006,0
36,11/15/2006,0
36,11/16/2006,0
36,11/17/2006,0
36,11/18/2006,0
36,11/19/2006,0
36,11/20/2006,0
36,11/21/2006,0
36,11/22/2006,0
36,11/23/2006,0
36,11/24/2006,0
36,11/25/2006,0
36,11/26/2006,0
36,11/27/2006,0
36,11/28/2006,0
36,11/29/2006,0
36,11/30/2006,0
36,12/1/2006,0
36,12/2/2006,0
36,12/3/2006,0
36,12/4/2006,0
36,12/5/2006,0.009
36,12/6/2006,0.003
36,12/7/2006,0.002
36,12/8/2006,0.028
36,12/9/2006,0.038
36,12/10/2006,0.036
36,12/11/2006,0.021
36,12/12/2006,0
36,12/13/2006,0
36,12/14/2006,0
36,12/15/2006,0
36,12/16/2006,0
36,12/17/2006,0
36,12/18/2006,0
36,12/19/2006,0
36,12/20/2006,0.001
36,12/21/2006,0
36,12/22/2006,0
36,12/23/2006,0.005
36,12/24/2006,0.024
36,12/25/2006,0.005
36,12/26/2006,0
36,12/27/2006,0.023
36,12/28/2006,0.024
36,12/29/2006,0.025
36,12/30/2006,0.025
36,12/31/2006,0.08
36,1/1/2007,0.078
36,1/2/2007,0.233
36,1/3/2007,0.22
36,1/4/2007,0.107
36,1/5/2007,0.099
36,1/6/2007,0.028
36,1/7/2007,0
36,1/8/2007,0
36,1/9/2007,0.062
36,1/10/2007,0.07
36,1/11/2007,0.077
36,1/12/2007,0.076
36,1/13/2007,0.075
36,1/14/2007,0.054
36,1/15/2007,0.079
36,1/16/2007,0.248
36,1/17/2007,0.238
36,1/18/2007,0.231
36,1/19/2007,0.167
36,1/20/2007,0.189
36,1/21/2007,0.193
36,1/22/2007,0.188
36,1/23/2007,0.189
36,1/24/2007,0.194
36,1/25/2007,0.189
36,1/26/2007,0.186
36,1/27/2007,0.184
36,1/28/2007,0.181
36,1/29/2007,0.182
36,1/30/2007,0.179
36,1/31/2007,0.177
36,2/1/2007,0.183
36,2/2/2007,0.184
36,2/3/2007,0.245
36,2/4/2007,0.267
36,2/5/2007,0.263
36,2/6/2007,0.268
36,2/7/2007,0.264
36,2/8/2007,0.272
36,2/9/2007,0.31
36,2/10/2007,0.317
36,2/11/2007,0.325
36,2/12/2007,0.315
36,2/13/2007,0.315
36,2/15/2007,0.638
36,2/16/2007,0.602
36,2/17/2007,0.57
36,2/18/2007,0.542
36,2/19/2007,0.539
36,2/20/2007,0.521
36,2/21/2007,0.509
36,2/22/2007,0.494
36,2/23/2007,0.517
36,2/24/2007,0.473
36,2/25/2007,0.463
36,2/26/2007,0.452
36,2/27/2007,0.443
36,2/28/2007,0.434
36,3/1/2007,0.39
36,3/2/2007,0.384
36,3/3/2007,0.747
36,3/4/2007,0.702
36,3/5/2007,0.756
36,3/6/2007,0.77
36,3/7/2007,0.742
36,3/8/2007,0.721
36,3/9/2007,0.577
36,3/10/2007,0.564
36,3/11/2007,0.517
36,3/12/2007,0.461
36,3/13/2007,0.434
36,3/14/2007,0.409
36,3/15/2007,0.274
36,3/16/2007,0.235
36,3/17/2007,0.369
36,3/18/2007,0.592
36,3/19/2007,0.586
36,3/20/2007,0.462
36,3/21/2007,0.467
36,3/22/2007,0.456
36,3/23/2007,0.31
36,3/24/2007,0.256
36,3/25/2007,0.261
36,3/27/2007,0.221
36,3/28/2007,0.178
36,3/29/2007,0.274
36,3/30/2007,0.263
36,3/31/2007,0.242
36,4/1/2007,0.231
36,4/2/2007,0.205
36,4/3/2007,0.196
36,4/4/2007,0.189
36,4/5/2007,0.42
36,4/6/2007,0.538
36,4/7/2007,0.519
36,4/8/2007,0.512
36,4/9/2007,0.518
36,4/10/2007,0.388
36,4/11/2007,0.376
36,4/12/2007,0.358
36,4/13/2007,0.587
36,4/14/2007,0.538
36,4/15/2007,0.52
36,4/16/2007,0.742
36,4/17/2007,0.734
36,4/18/2007,0.672
36,4/19/2007,0.594
36,4/20/2007,0.518
36,4/21/2007,0.294
36,4/22/2007,0.222
36,4/23/2007,0.148
36,4/24/2007,0
36,4/25/2007,0
36,4/26/2007,0
36,4/27/2007,0
36,4/28/2007,0
36,4/29/2007,0
36,4/30/2007,0
36,5/1/2007,0
36,5/2/2007,0
36,5/3/2007,0
36,5/4/2007,0
36,5/5/2007,0
36,5/6/2007,0
36,5/7/2007,0
36,5/8/2007,0
36,5/9/2007,0
36,5/10/2007,0
36,5/11/2007,0
36,5/12/2007,0
36,5/13/2007,0
36,5/14/2007,0
36,5/15/2007,0
36,10/1/2007,0
36,10/2/2007,0
36,10/3/2007,0
36,10/4/2007,0
36,10/5/2007,0
36,10/6/2007,0
36,10/7/2007,0
36,10/8/2007,0
36,10/9/2007,0
36,10/10/2007,0
36,10/11/2007,0
36,10/12/2007,0
36,10/13/2007,0
36,10/14/2007,0
36,10/15/2007,0
36,10/16/2007,0
36,10/17/2007,0
36,10/18/2007,0
36,10/19/2007,0
36,10/20/2007,0
36,10/21/2007,0
36,10/22/2007,0
36,10/23/2007,0
36,10/24/2007,0
36,10/25/2007,0
36,10/26/2007,0
36,10/27/2007,0
36,10/28/2007,0
36,10/29/2007,0
36,10/30/2007,0
36,10/31/2007,0
36,11/1/2007,0
36,11/2/2007,0
36,11/3/2007,0
36,11/4/2007,0
36,11/5/2007,0
36,11/6/2007,0
36,11/7/2007,0
36,11/8/2007,0
36,11/9/2007,0
36,11/10/2007,0
36,11/11/2007,0
36,11/12/2007,0
36,11/13/2007,0
36,11/14/2007,0
36,11/15/2007,0
36,11/16/2007,0
36,11/17/2007,0.014
36,11/18/2007,0.013
36,11/19/2007,0.012
36,11/20/2007,0.011
36,11/21/2007,0.074
36,11/22/2007,0.067
36,11/23/2007,0.027
36,11/24/2007,0.027
36,11/25/2007,0.027
36,11/26/2007,0.028
36,11/27/2007,0
36,11/28/2007,0.002
36,11/29/2007,0.005
36,11/30/2007,0.009
36,12/1/2007,0.013
36,12/2/2007,0.026
36,12/3/2007,0.023
36,12/4/2007,0.317
36,12/5/2007,0.302
36,12/6/2007,0.297
36,12/7/2007,0.28
36,12/8/2007,0.278
36,12/9/2007,0.27
36,12/10/2007,0.261
36,12/11/2007,0.201
36,12/12/2007,0.204
36,12/13/2007,0.205
36,12/14/2007,0.261
36,12/15/2007,0.271
36,12/16/2007,0.262
36,12/17/2007,0.517
36,12/18/2007,0.484
36,12/19/2007,0.426
36,12/20/2007,0.416
36,12/21/2007,0.488
36,12/22/2007,0.468
36,12/23/2007,0.451
36,12/24/2007,0.366
36,12/25/2007,0.281
36,12/26/2007,0.281
36,12/27/2007,0.279
36,12/28/2007,0.336
36,12/29/2007,0.343
36,12/30/2007,0.443
36,12/31/2007,0.436
36,1/1/2008,0.55
36,1/2/2008,0.692
36,1/3/2008,0.666
36,1/4/2008,0.647
36,1/5/2008,0.63
36,1/6/2008,0.62
36,1/7/2008,0.604
36,1/8/2008,0.572
36,1/9/2008,0.47
36,1/10/2008,0.397
36,1/11/2008,0.366
36,1/12/2008,0.407
36,1/13/2008,0.366
36,1/14/2008,0.355
36,1/15/2008,0.472
36,1/16/2008,0.437
36,1/17/2008,0.431
36,1/18/2008,0.426
36,1/19/2008,0.552
36,1/20/2008,0.541
36,1/21/2008,0.537
36,1/22/2008,0.534
36,1/23/2008,0.538
36,1/24/2008,0.542
36,1/25/2008,0.488
36,1/26/2008,0.486
36,1/27/2008,0.483
36,1/28/2008,0.508
36,1/29/2008,0.499
36,1/30/2008,0.491
36,1/31/2008,0.468
36,2/1/2008,0.465
36,2/2/2008,0.64
36,2/3/2008,0.671
36,2/4/2008,0.657
36,2/5/2008,0.555
36,2/6/2008,0.657
36,2/7/2008,0.751
36,2/8/2008,0.875
36,2/9/2008,0.862
36,2/10/2008,0.868
36,2/11/2008,0.915
36,2/12/2008,0.888
36,2/13/2008,0.866
36,2/14/2008,1.163
36,2/15/2008,1.103
36,2/16/2008,1.136
36,2/17/2008,1.102
36,2/18/2008,1.122
36,2/19/2008,1.024
36,2/20/2008,0.996
36,2/21/2008,0.987
36,2/22/2008,0.774
36,2/23/2008,0.793
36,2/24/2008,0.784
36,2/25/2008,0.776
36,2/26/2008,0.768
36,2/27/2008,0.997
36,2/28/2008,1.054
36,2/29/2008,1.042
36,3/1/2008,1.019
36,3/2/2008,1.172
36,3/3/2008,1.138
36,3/4/2008,0.964
36,3/5/2008,0.971
36,3/6/2008,1.11
36,3/7/2008,1.068
36,3/8/2008,1.106
36,3/9/2008,1.098
36,3/10/2008,1.079
36,3/11/2008,1.064
36,3/12/2008,1.048
36,3/14/2008,1.04
36,3/15/2008,1.026
36,3/16/2008,1.059
36,3/17/2008,1.049
36,3/18/2008,1.038
36,3/19/2008,1.024
36,3/20/2008,1.059
36,3/21/2008,1.117
36,3/22/2008,1.107
36,3/23/2008,1.091
36,3/24/2008,1.078
36,3/25/2008,1.066
36,3/26/2008,1.056
36,3/27/2008,1.02
36,3/28/2008,1.003
36,3/29/2008,1.143
36,3/30/2008,1.128
36,3/31/2008,1.108
36,4/1/2008,1.131
36,4/2/2008,1.031
36,4/3/2008,1.024
36,4/4/2008,0.922
36,4/5/2008,0.928
36,4/6/2008,0.908
36,4/7/2008,0.885
36,4/8/2008,0.867
36,4/9/2008,0.849
36,4/10/2008,0.823
36,4/11/2008,0.786
36,4/12/2008,0.768
36,4/13/2008,0.734
36,4/14/2008,0.725
36,4/15/2008,0.713
36,4/16/2008,0.692
36,4/17/2008,0.723
36,4/18/2008,0.672
36,4/19/2008,0.601
36,4/20/2008,0.534
36,4/21/2008,0.482
36,4/22/2008,0.409
36,4/23/2008,0.322
36,4/24/2008,0.207
36,4/25/2008,0.127
36,4/26/2008,0.072
36,4/27/2008,0.022
36,4/28/2008,0
36,4/29/2008,0
36,4/30/2008,0
36,5/1/2008,0
36,5/2/2008,0
36,5/3/2008,0
36,5/4/2008,0
36,5/5/2008,0
36,5/6/2008,0
36,5/7/2008,0
36,5/8/2008,0
36,5/9/2008,0
36,5/10/2008,0
36,5/11/2008,0
36,5/12/2008,0
36,5/13/2008,0
36,5/14/2008,0
36,5/15/2008,0
36,10/1/2008,0
36,10/2/2008,0
36,10/3/2008,0
36,10/4/2008,0
36,10/5/2008,0
36,10/6/2008,0
36,10/7/2008,0
36,10/8/2008,0
36,10/9/2008,0
36,10/10/2008,0
36,10/11/2008,0
36,10/12/2008,0
36,10/13/2008,0
36,10/14/2008,0
